Nombre,Macro,Contact Reason 
[ACQ] - Registro: ¿Qué pasa si declaro impuestos en más de 3 países?,"Si declaras impuestos en tres países o más, es tu deber, según la regulación Colombiana, (Ley 1666 de 2013 y Ley 1661 de 2013) que nos informes al respecto. Ten en cuenta que si índicas ser residente fiscal en tres países, Nu podría reportar tu información a la DIAN según los requisitos y umbrales establecidos en la regulación de FATCA y CRS. Asegúrate de ser realmente residente fiscal en esos tres países, e informarnos de manera acorde. Si te surgen dudas adicionales te recomendamos verificarlo con un profesional en impuestos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué pasa si niego que declaro impuestos en otro país?,"No indicar tu residencia fiscal puede acarrearte sanciones, retención de impuestos y dificultades para acceder a servicios financieros. Por eso, te invito a que nos brindes toda la información de manera clara y veraz, recordando que los datos que nos suministres no tendrán otro uso diferente al estipulado en nuestra política de tratamiento de datos, que puedes encontrar a través de este link: https://contracts.nu.com.co/legal-documents/nu-CF-data-policy-version-2.pdf?_gl=1*1jekk7h*_ga*MTg2MjQ4MjM3MS4xNzI2ODQ2MjIy*_ga_LMRPEVFD4G*MTc0MDA2MTcxOC43LjEuMTc0MDA2MTcxOC4wLjAuMA.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué pasa si pongo menos/más de lo que gasto en realidad?,"Si ingresas una cantidad diferente a la real al registrar tus gastos, puede que las recomendaciones y servicios que te ofrecemos no se ajusten completamente a tus necesidades. Tener información precisa nos permite brindarte consejos y productos que realmente se adapten a ti.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué pasa si pongo menos/más ingresos de lo que recibo en realidad?,"Si al proporcionar la información sobre tus ingresos pones una cantidad diferente a la real, puede ser que las recomendaciones y servicios que te ofrezcamos no se ajusten tan bien a tus necesidades. Es importante que la información sea lo más precisa posible. Entendemos que estas cosas pueden ser complicadas, así que si necesitas ayuda para actualizar la información o tienes más preguntas, estamos aquí para apoyarte.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué pasa si pongo o puse mal la dirección de residencia?,"No te preocupes, esto no afectará el funcionamiento de tus productos, sin embargo, es importante corregirla lo antes posible, para asegurarnos de que tu información está registrada correctamente. Por favor, contáctanos a través de cualquiera de nuestros canales de atención y con gusto actualizaremos la información por ti.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué pasa si puse mal la dirección de entrega?,"Una vez que seas cliente Nu, en tu App encontrarás un botón que dice ""Corregir dirección"" y este te redirigirá a un chat con nosotros, para que te ayudemos a corregir la dirección de entrega. Sólo ten en cuenta que la dirección donde se entregue la tarjeta debe contar con nomenclatura visible en la fachada y un adulto que pueda recibir la(s) tarjeta(s) Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las llaves?,"Las llaves son datos que registras y usas dentro del Servicio de transferencias inmediatas del Banco de la República para enviar y recibir dinero al instante entre bancos. Puede ser tu número de celular, correo electrónico, documento de identidad, y una Llave Alfanumérica como tu Llave Nu. Tú eliges las llaves que desees registrar y compartir para recibir dinero en segundos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las llaves?,"Hola, XXXXX. Gracias por contactar a Nu. Esperamos que te encuentres muy bien. Las llaves son datos que registras y usas para identificar tu Cuenta Nu dentro del Servicio de transferencias inmediatas del Banco de la República para que puedas enviar y recibir dinero al instante entre bancos. Puede ser tu número de celular, correo electrónico, documento de identidad, y una Llave Alfanumérica, como el código de tu llave Nu (Código alfanumérico, en el caso de Nu es @ y tu Nu Placa). Solo tú eliges las llaves que desees registrar y compartir para recibir dinero en segundos. Para conocer más acerca de las llaves para pagos inmediatos, visita nuestro blog: https://blog.nu.com.co/llaves-de-identificacion-para-pagos-inmediatos/. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las transferencias inmediatas con Bre-B?,"Hola, XXXXX. Gracias por comunicarte con Nu, entendemos tu interés en saber más sobre las transferencias inmediatas con Bre-B. A continuación, te detallamos la información que necesitas de esta funcionalidad. Estas transferencias son una forma de mover tu dinero de manera inmediata desde tu cuenta de ahorros Nu a otras entidades financieras o viceversa. Con este servicio, se pueden hacer transferencias de hasta $11.552.000 COP por cada transacción de manera inmediata entre entidades. Solo debes usar tus llaves, que son identificadores únicos asociados a una cuenta y son utilizados para procesar las transferencias. Además, Bre-B se encarga de que tu información esté siempre protegida, así que puedes hacer transacciones con total tranquilidad. Si tenías registradas tus llaves en Redeban, debes confirmar tus llaves a Bre-B para que de esta forma puedas hacer tus transferencias inmediatas Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las transferencias inmediatas con Bre-B?,"Entendemos tu interés en saber más sobre las transferencias inmediatas con Bre-B. A continuación, te detallamos la información que necesitas de esta funcionalidad. Estas transferencias son una forma de mover tu dinero de manera inmediata desde tu cuenta de ahorros Nu a otras entidades financieras o viceversa. Con este servicio, se pueden hacer transferencias de hasta $11.552.000 COP por cada transacción de manera inmediata entre entidades. Solo debes usar tus llaves, que son identificadores únicos asociados a una cuenta y son utilizados para procesar las transferencias. Además, Bre-B se encarga de que tu información esté siempre protegida, así que puedes hacer transacciones con total tranquilidad. Si tenías registradas tus llaves en Redeban, debes confirmar tus llaves a Bre-B para que de esta forma puedas hacer tus transferencias inmediatas",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las transferencias inmediatas con llaves?,"Hola, XXXXX. Gracias por contactar a Nu. Esperamos que te encuentres muy bien. Las transferencias inmediatas con llaves son una forma de enviar y recibir dinero de manera inmediata entre desde tu cuenta de ahorros Nu a otros bancos, entidades financieras o billeteras digitales. Con este servicio, se pueden hacer transferencias de hasta $11.552.000 de manera inmediata entre bancos, entidades financieras y billeteras digitales que participan en el sistema de Bre-B. Solo debes registrar tus llaves dentro de tu app Nu y compartirlas para recibir en segundos. Para conocer más acerca de las llaves de identificación para pagos inmediatos, visita nuestro blog: https://blog.nu.com.co/llaves-de-identificacion-para-pagos-inmediatos/. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué son las transferencias inmediatas con llaves?,"Las transferencias inmediatas con llaves son una forma de enviar y recibir dinero de manera inmediata entre bancos, entidades financieras o billeteras digitales. Con este servicio, se pueden hacer transferencias de hasta $11.552.000 de manera inmediata entre bancos, entidades financieras y billeteras digitales que participan en el sistema de Bre-B. Solo debes registrar tus llaves dentro de tu app Nu y compartirlas para recibir transferencias en segundos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Qué tipo de gastos debo incluir?,"Con gusto te explico, al registrar tus gastos, puedes incluir categorías como vivienda, alimentación, transporte, salud, entretenimiento, educación y cualquier otro gasto regular. Tener esta información actualizada te permitirá aprovechar al máximo nuestras recomendaciones personalizadas y productos adaptados a tus necesidades.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Se cobran intereses sobre los avances en efectivo?,"Sí, los intereses se empiezan a cobrar **al día siguiente en el que realizas el avance en efectivo.** Cada día que pase se acumularán más intereses. Esto quiere decir que, aunque pagues el 100% de tu deuda antes de tu fecha límite de pago, **deberás pagar los intereses que hayas acumulado entre el día del avance y el día de pago.** Ten presente que la cantidad de avances que debas hacer para obtener un valor determinado no tendrá ningún impacto en el monto de intereses cobrado. Recuerda que **cada avance exitoso tiene un costo de $6.800 pesos.** Este valor se diferirá a 1 sola cuota y no se cobrarán intereses sobre esta tarifa. Si no conoces la tasa de interés vigente para tu tarjeta de crédito Nu, puedes consultarla [aquí](nuapp://help-center).",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Si soy víctima de un fraude me pueden ayudar?,"Sí, si en algún momento sospechas que has sido víctima de un fraude con tus tarjetas Nu, podremos asistirte. En Nu tenemos protocolos para ayudar a nuestros clientes en estos casos, por lo que no dudes en ponerte en contacto con nuestros a través de nuestros canales de atención al cliente 24/7.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Tengo que darte mis ingresos totales o solo de mi trabajo principal?,"Cuando te pedimos información sobre tus ingresos, nos referimos principalmente a tus ingresos totales. Esto incluye no solo lo que ganas de tu trabajo principal, sino también cualquier otro ingreso que puedas tener, como trabajos secundarios, inversiones, etc., no es necesario incluir información sobre los ingresos de tu empresa o emprendimiento. Es importante que nos proporciones información precisa sobre tus ingresos personales mensuales, esto nos ayuda a ofrecerte un servicio más completo y adaptado a tus necesidades. Recuerda que toda la información que compartes con nosotros es tratada de acuerdo a nuestra Política de Tratamiento de Datos, la cual puedes consultar en nuestra página web: https://nu.com.co/.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Tengo que informar si declaro impuestos en Colombia?,"En caso tal que solo declares impuestos en Colombia y no seas residente fiscal de Estados Unidos o alguno de los países de la OCDE. Entonces solo debes marcar, “No”, a la pregunta de si declaras impuestos en otros países diferentes a Colombia. Si tienes dudas acerca de tu residencia fiscal en la OCDE puedes revisar este link para revisar los países que hacen parte de esta organización https://web-archive.oecd.org/tax/automatic-exchange/crs-implementation-and-assistance/tax-identification-numbers/index.htm Si te surgen dudas adicionales te recomendamos verificarlo con un profesional en impuestos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Tiene beneficios ser PEP?,"No, ser una Persona Expuesta Políticamente (PEP) no otorga beneficios. Por el contrario, implica proporcionar información adicional y estar sujeto a una mayor vigilancia por parte de las instituciones financieras, con el fin de cumplir las regulaciones colombianas y prevenir riesgos como la corrupción y el lavado de activos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Registro: ¿Tienen refinanciación?,"En Nu, estamos comprometidos en mejorar continuamente nuestros productos y servicios. Por ello queremos informarte que nos encontramos dando pasos importantes hacia la implementación de la refinanciación que hemos estado desarrollando con el objetivo de ofrecerte soluciones financieras más flexibles y adaptadas a tus necesidades. Actualmente, estamos en la fase inicial. Por ello, en esta primera etapa, no todos los clientes pueden acceder a ella.",Inscripción y registro al mundo Nu (Prospectos nuevos)
"[ACQ] - Registro: ¿Tienen seguros contra robos, fraudes, etc.?","Actualmente, no ofrecemos seguros específicos contra robos o fraudes, ya que contamos con sistemas de seguridad avanzados para proteger tus operaciones y datos personales. Además, si detectas alguna actividad inusual o no autorizada en tu cuenta, te recomendamos contactar con nosotros de inmediato. Estaremos aquí siempre para ayudarte y tomar las medidas necesarias para proteger tus recursos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Respuesta reporté Secondary JobAgradecemos que te hayas puesto en contacto para comentarnos esta situación. ,Acabo de reportar tu caso a nuestro equipo especializado para brindarte soporte lo más pronto posible. Te invitamos a revisar la gestión de tu requerimiento directamente desde la aplicación de Nu (desde la opción Mis casos o Notificaciones) para que puedas hacerle seguimiento. Te estaremos notificando cualquier novedad sobre tu caso. Gracias por tu paciencia y comprensión.,Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Respuesta reporté Secondary Job,"¡Hola XXXXX! Gracias por contactar al equipo de Nu Colombia. Esperamos que te encuentres muy bien. Agradecemos que te hayas puesto en contacto para comentarnos esta situación. Acabo de reportar tu caso a nuestro equipo especializado para brindarte soporte lo más pronto posible. Te invitamos a revisar la gestión de tu requerimiento directamente desde la aplicación de Nu (desde la opción Mis casos o Notificaciones) para que puedas hacerle seguimiento. Te estaremos notificando cualquier novedad sobre tu caso. Gracias por tu paciencia y comprensión. Un abrazo, Equipo Nu. Si tienes cualquier otra duda, estamos disponibles 24/7 en todos nuestros canales de atención para apoyarte en lo que necesites.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Solo veo un botón en la App ¿Cómo hago el proceso para registrarme a Nu?,"¡Nos encanta que quieras unirte a Nu! Registrarte es muy sencillo: 1. Descarga la App: Busca ""Nu"" en la Play Store (Android) o App Store (iOS) y descárgala. 2. Inicia tu registro: Abre la app y toca ""Comenzar"" en la pantalla principal. Te guiaremos paso a paso. 3. ¿Empezaste en la web? ¡No hay problema! La app reconocerá tus datos si ya iniciaste el registro en nuestra página web, y podrás continuar justo donde lo dejaste.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Solo veo un botón en la App ¿Cómo hago el proceso para registrarme a Nu?,"¡Hola {{ticket.requester.first_name}}! Gracias por contactar a Nu Colombia, esperamos que te encuentres muy bien. ¡Nos encanta que quieras unirte a Nu! Registrarte es muy sencillo: 1. Descarga la App: Busca ""Nu"" en la Play Store (Android) o App Store (iOS) y descárgala. 2. Inicia tu registro: Abre la app y toca ""Comenzar"" en la pantalla principal. Te guiaremos paso a paso. 3. ¿Empezaste en la web? ¡No hay problema! La app reconocerá tus datos si ya iniciaste el registro en nuestra página web, y podrás continuar justo donde lo dejaste. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7 y estaremos felices de ayudarte. Un abrazo, Equipo Nu",Inscripción y registro al mundo Nu (Prospectos nuevos)
"[ACQ] - Whatsapp: He ingresado mi nombre y no me deja continuar con el registro ¿Qué puedo hacer? (error en nombre/apellido, aplicación archivada)","Hemos detectado que, después de varios intentos, el nombre o apellido ingresado no ha sido reconocido por nuestro sistema. Puede que esto se deba a un error de digitación o a un nombre poco común. Para continuar con tu registro y garantizar que tus datos sean correctos, te invitamos a finalizar el proceso en nuestra página web de Nu Colombia. Por favor, visita el siguiente enlace para completar tu registro: https://www.nu.com.co/ Si encuentras algún problema adicional, no dudes en contactarnos. Estamos aquí para ayudarte.",Inscripción y registro al mundo Nu (Prospectos nuevos)
"[ACQ] - Whatsapp: He ingresado mi nombre y no me deja continuar con el registro ¿Qué puedo hacer? (error en nombre/apellido, aplicación archivada) (Email)","¡Hola! {{ticket.requester.first_name}}, Gracias por ponerte en contacto con nosotros. Hemos detectado que, después de varios intentos, el nombre o apellido ingresado no ha sido reconocido por nuestro sistema. Puede que esto se deba a un error de digitación o a un nombre poco común. Para continuar con tu registro y garantizar que tus datos sean correctos, te invitamos a finalizar el proceso en nuestra página web de Nu Colombia. Por favor, visita el siguiente enlace para completar tu registro: https://www.nu.com.co/ Si encuentras algún problema adicional, no dudes en contactarnos. Estamos aquí para ayudarte. ¡Gracias por elegir Nu! Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: Estoy escribiendo por Whatsapp pero solo me responde un robot.Entendemos que estás intentando comunicarte con nosotros a través de WhatsApp. ,"Te contamos que por el momento este canal está diseñado específicamente para ayudarte con tu proceso de registro y es operado por nuestro sistema automatizado. Para cualquier otra consulta o asistencia, te invitamos a que nos contactes a través de los siguientes medios de servicio al cliente: Teléfono: Colombia: 01 800 917 2000 Bogotá: (+57) 601 357 1102 Resto del mundo: (+1) 636 722 7111 Correo electrónico: ayuda@nu.com.co Nuestros agentes estarán encantados de asistirte con cualquier inquietud.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: Estoy escribiendo por Whatsapp pero solo me responde un robot.,"Hola {{ticket.requester.first_name}} Esperamos que te encuentres muy bien el día de hoy. Entendemos que estás intentando comunicarte con nosotros a través de WhatsApp. Te contamos que por el momento este canal está diseñado específicamente para ayudarte con tu proceso de registro y es operado por nuestro sistema automatizado. Para cualquier otra consulta o asistencia, te invitamos a que nos contactes a través de los siguientes medios de servicio al cliente: Teléfono: Colombia: 01 800 917 2000 Bogotá: (+57) 601 357 1102 Resto del mundo: (+1) 636 722 7111 Correo electrónico: ayuda@nu.com.co Nuestros agentes estarán encantados de asistirte con cualquier inquietud. Gracias por tu comprensión y por elegir Nu. ¡Estamos para ayudarte! Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: No me funciona Whatsapp de NU. ¿Qué puedo hacer? (Error en wp)Gracias por avisarnos sobre esta situación. ,"Actualmente estamos experimentando algunos problemas técnicos con el proceso de inscripción desde la App de WhatsApp, los cuales podrían estar afectando tu proceso de registro. Pero no tienes de qué preocuparte. Para seguir con tu registro, te invitamos a utilizar una de estas opciones alternativas: Visita nuestra página web y completa tu registro allí: www.nu.com.co Descarga nuestra app de Nu en tu dispositivo móvil desde Google Play Store o App Store. Estas opciones te permitirán continuar con tu registro de manera rápida y segura. ¡Estamos para ayudarte!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: No me funciona Whatsapp de NU. ¿Qué puedo hacer? (Error en wp),"Hola {{ticket.requester.first_name}} Gracias por avisarnos sobre esta situación. Actualmente estamos experimentando algunos problemas técnicos con el proceso de inscripción desde la App de WhatsApp, los cuales podrían estar afectando tu proceso de registro. Pero no tienes de qué preocuparte. Para seguir con tu registro, te invitamos a utilizar una de estas opciones alternativas: Visita nuestra página web y completa tu registro allí: www.nu.com.co Descarga nuestra app de Nu en tu dispositivo móvil desde Google Play Store o App Store. Estas opciones te permitirán continuar con tu registro de manera rápida y segura. Si necesitas más ayuda o tienes alguna pregunta, por favor no dudes en contactarnos. ¡Gracias por tu paciencia y comprensión! Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Cómo puedo hacer el registro por Whatsapp?,"Nos alegra mucho que estés interesado en unirte a Nu. ¡Estamos aquí para ayudarte con el registro por WhatsApp! Es muy sencillo: Visita nuestra página web oficial. Haz clic en ""aplicar por WhatsApp"" y te dirigirá al número oficial donde podrás registrarte. Si lo prefieres, también puedes escribirnos directamente al tel:+5715142304 desde tu app de WhatsApp para realizar el registro de manera segura. Estamos muy emocionados de tenerte pronto con nosotros y liberarte de la complejidad financiera.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Cómo puedo hacer el registro por Whatsapp?,"Hola {{ticket.requester.first_name}} Esperamos que te encuentres muy bien el día de hoy. Nos alegra mucho que estés interesado en unirte a Nu. ¡Estamos aquí para ayudarte con el registro por WhatsApp! Es muy sencillo: Visita nuestra página web oficial. Haz clic en ""aplicar por WhatsApp"" y te dirigirá al número oficial donde podrás registrarte. Si lo prefieres, también puedes escribirnos directamente al número:+5715142304 desde tu app de WhatsApp para realizar el registro de manera segura. Estamos muy emocionados de tenerte pronto con nosotros y liberarte de la complejidad financiera. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Cómo puedo retomar el registro en Whatsapp?,"Estamos emocionados de que estés interesado en unirte al mundo de NU. Si estás llevando a cabo el proceso de registro a través de la aplicación de WhatsApp y necesitas retomarlo tras una interrupción, puedes hacerlo fácilmente escribiendo una de las siguientes frases: Opción 1: ¡Hola, quiero aplicar a Nu! Opción 2: ¡Hola, hoy quiero aplicar a Nu! Asegúrate de que el número de WhatsApp al que estás escribiendo sea el número oficial verificado de Nu Colombia, identificado con el icono azul. Esperamos que pronto te unas a esta gran familia.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Cómo puedo retomar el registro en Whatsapp?,"Hola {{ticket.requester.first_name}} Esperamos que te encuentres muy bien el día de hoy. Estamos emocionados de que estés interesado en unirte al mundo de NU. Si estás llevando a cabo el proceso de registro a través de la aplicación de WhatsApp y necesitas retomarlo tras una interrupción, puedes hacerlo fácilmente escribiendo una de las siguientes frases: Opción 1: ¡Hola, quiero aplicar a Nu! Opción 2: ¡Hola, hoy quiero aplicar a Nu! Asegúrate de que el número de WhatsApp al que estás escribiendo sea el número oficial verificado de Nu Colombia, identificado con el icono azul. Esperamos que pronto te unas a esta gran familia. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Es seguro hacer el registro desde Whatsapp?,"¡Hola! {{ticket.requester.first_name}}, te hablamos de Nu, Gracias por ponerte en contacto con nosotros. ¡Te contamos que es completamente seguro! Puedes validar que el número de WhatsApp que utilizamos está verificado. puedes confirmarlo al ver el icono de la marca azul. Además, puedes completar el formulario o registro sin ningún inconveniente a través de esta plataforma. Sin embargo, si lo prefieres, también tienes la opción de aplicar a través de nuestra página web www.nu.com.co o descargando nuestra app de Nu en tu dispositivo móvil desde Google Play Store o App Store. Ten presente que los datos solicitados desde la app de Whatsapp, son solo para el proceso de registro a NU. Estamos aquí para brindarte la máxima comodidad y seguridad en tu experiencia. Si necesitas más ayuda, no dudes en contactarnos. Recuerda que estamos a tu disposición 24/7 en caso de que tengas cualquier duda. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Es seguro hacer el registro desde Whatsapp?,"¡Claro que sí, es completamente seguro! Puedes validar que el número de WhatsApp que utilizamos está verificado. puedes confirmarlo al ver el icono de la marca azul. Además, puedes completar el formulario o registro sin ningún inconveniente a través de esta plataforma. Sin embargo, si lo prefieres, también tienes la opción de aplicar a través de nuestra página web www.nu.com.co o descargando nuestra app de Nu en tu dispositivo móvil desde Google Play Store o App Store. Ten presente que los datos solicitados desde la app de Whatsapp, son solo para el proceso de registro a NU. Estamos aquí para brindarte la máxima comodidad y seguridad en tu experiencia.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Por que me aparece error cuando ingreso el numero de telefono? (Número que no es de Colombia),"Veo que estás teniendo problemas al ingresar tu número de teléfono. Esto podría estar ocurriendo porque el número ingresado no es un número de teléfono colombiano. Para corregir este error, por favor asegúrate de que el número de teléfono: Comience con el código de país de Colombia: +57. Tenga un total de 10 dígitos después del código de país, en el formato correcto. Ejemplo: +573001234567. Si tu número sigue este formato y aún tienes problemas, asegúrate de eliminar cualquier espacio, guión o carácter especial. ¡Recuerda que estamos para ayudarte!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - Whatsapp: ¿Por que me aparece error cuando ingreso el numero de telefono? (Número que no es de Colombia),"¡Hola! {{ticket.requester.first_name}}, Veo que estás teniendo problemas al ingresar tu número de teléfono. Esto podría estar ocurriendo porque el número ingresado no es un número de teléfono colombiano. Para corregir este error, por favor asegúrate de que el número de teléfono: Comience con el código de país de Colombia: +57. Tenga un total de 10 dígitos después del código de país, en el formato correcto. Ejemplo: +573001234567. Si tu número sigue este formato y aún tienes problemas, asegúrate de eliminar cualquier espacio, guión o carácter especial. Si necesitas más ayuda, no dudes en contactarnos. Recuerda que estamos a tu disposición 24/7 en caso de que tengas cualquier duda. Un abrazo, Equipo Nu.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - ¿Cuál es la diferencia entre transferencias inmediatas e interbancarias con ACH?,"Te contamos cuáles son las principales diferencias: Transferencias Inmediatas: →Se realizan en tiempo real, con llegada casi instantánea del dinero. →Disponibles 24/7. →Útiles para pagos urgentes. →Pueden tener costos más altos. Transferencias Interbancarias con ACH: →Tardan de 1 a varios días en completarse. →Procesadas en lotes a través de cámaras de compensación. →Más económicas, ideales para pagos recurrentes. →Adecuadas para transacciones no urgentes.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - ¿Cuál es la diferencia entre transferencias inmediatas e interbancarias con ACH?,"Hola, XXXXX. Gracias por contactar a Nu. Esperamos que te encuentres muy bien. Te contamos cuáles son las principales diferencias: Transferencias Inmediatas: →Se realizan en tiempo real, con llegada casi instantánea del dinero. →Disponibles 24/7. →Útiles para pagos urgentes. →Pueden tener costos más altos. Transferencias Interbancarias con ACH: →Tardan de 1 a varios días en completarse. →Procesadas en lotes a través de cámaras de compensación. →Más económicas, ideales para pagos recurrentes. →Adecuadas para transacciones no urgentes. Para conocer más acerca de las llaves de identificación para pagos inmediatos, visita nuestro blog: https://blog.nu.com.co/llaves-de-identificacion-para-pagos-inmediatos/. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7. Un abrazo, Equipo Nu. En Nu valoramos tu opinión y siempre buscamos mejorar nuestro servicio. En 24 horas, recibirás una encuesta en tu App donde podrás comentarnos, en una escala del 0 al 10, qué tanto recomendarías Nu, siendo: 1) 0 a 6: ""No nos recomendarías"" 2) 7 a 8: ""Quizá nos recomendarías"" 3) 9 a 10: ""Nos recomendarías totalmente"". ¡Te deseamos un gran día y recuerda que tenemos servicio 24/7 para apoyarte en lo que necesites!",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - ¿Cómo puedo continuar el proceso de registro en la app?," ProspectoNos alegra que quieras hacer parte del mundo Nu. Para seguir con tu proceso de registro en la app, tienes dos opciones: Si ya comenzaste el registro en la página web: solo descarga la app Nu, haz clic en el botón ""Comenzar"" y confirma tus datos, como tipo y número de documento. Desde ahí podrás continuar con el proceso de registro donde lo dejaste. Si aún no has comenzado el registro: ¡No hay problema! Puedes iniciar el proceso desde la app. Descárgala, haz clic en ""Comenzar"" y sigue los pasos para completar tu registro desde cero. ¡Estamos aquí para ayudarte en cada paso! Si tienes preguntas, no dudes en contactarnos.",Inscripción y registro al mundo Nu (Prospectos nuevos)
[ACQ] - ¿Cómo puedo continuar el proceso de registro en la app? Prospecto,"Hola {{ticket.requester.first_name}}! Gracias por contactar a Nu Colombia, esperamos que te encuentres muy bien. Nos alegra que quieras hacer parte del mundo Nu. Para seguir con tu proceso de registro en la app, tienes dos opciones: Si ya comenzaste el registro en la página web: solo descarga la app Nu, haz clic en el botón ""Comenzar"" y confirma tus datos, como tipo y número de documento. Desde ahí podrás continuar con el proceso de registro donde lo dejaste. Si aún no has comenzado el registro: ¡No hay problema! Puedes iniciar el proceso desde la app. Descárgala, haz clic en ""Comenzar"" y sigue los pasos para completar tu registro desde cero. Si tienes cualquier otra inquietud, no dudes en contactarnos nuevamente a través de nuestros canales oficiales de atención al cliente 24/7 y estaremos felices de ayudarte. Un abrazo, Equipo Nu",Inscripción y registro al mundo Nu (Prospectos nuevos)
